Home Zip/Postal,First Date Received,Last Date Received,# of Gifts,Avg. Contribution Amount,Total Amount
97820,12/1/11,4/8/20,2,$32.50,$65.00
97842,12/23/15,12/30/23,2,$62.50,$125.00
98071,4/18/20,10/27/22,2,$15.00,$30.00
98134,11/3/23,11/11/23,2,$174.10,$348.20
98165,12/28/18,3/18/20,2,"$1,000.00","$2,000.00"
98251,3/24/20,5/23/21,2,$25.00,$50.00
98262,11/28/23,1/14/24,2,$27.50,$55.00
98291,9/16/20,4/30/21,2,$100.00,$200.00
98331,5/6/20,5/14/20,2,$100.00,$200.00
98336,11/23/20,8/11/23,2,$37.50,$75.00
9834,9/2/23,10/14/23,2,$25.00,$50.00
98357,6/22/22,6/11/23,2,$263.50,$527.00
98384,12/19/22,12/19/23,2,$100.00,$200.00
98507,10/16/17,12/4/17,2,$17.50,$35.00
98610,12/30/09,12/11/23,2,$130.00,$260.00
98612,12/2/12,11/28/23,2,$35.00,$70.00
9867,5/5/20,12/2/20,2,$50.00,$100.00
98822,12/24/13,12/24/13,2,$10.00,$20.00
98930,5/3/20,10/11/23,2,$22.50,$45.00
98951,12/19/18,12/20/22,2,$37.50,$75.00
99009,3/17/14,3/27/24,2,$12.50,$25.00
99110,3/29/20,4/23/21,2,$25.00,$50.00
99111,10/17/22,11/28/23,2,$112.50,$225.00
99204,3/17/20,6/30/23,2,$22.50,$45.00
99211,11/15/09,12/13/09,2,$25.00,$50.00
99324,2/23/24,4/13/24,2,$57.50,$115.00
99559,3/31/23,6/27/23,2,$25.00,$50.00
99588,2/15/23,4/6/24,2,$20.00,$40.00
99722,10/5/21,11/8/21,2,$20.00,$40.00
99780,10/28/23,1/1/24,2,$87.50,$175.00
99833,11/29/22,11/28/23,2,$200.00,$400.00
cf72 9dj,2/10/24,5/4/24,2,$15.00,$30.00
E11 1DR,7/14/21,2/14/24,2,$10.00,$20.00
E8 3LU,12/30/20,12/26/23,2,$500.00,"$1,000.00"
G1S 3A7,10/17/22,5/12/23,2,$15.00,$30.00
GU214NH,6/24/20,5/8/23,2,$10.00,$20.00
H91H4XK,12/18/20,11/13/23,2,$17.50,$35.00
J5R5G2,1/26/24,3/29/24,2,$5.00,$10.00
J5Z 5A9,7/23/23,8/23/23,2,$10.00,$20.00
L8b1z2,1/23/23,11/29/23,2,$5.00,$10.00
M1K 2Y8,12/15/22,11/13/23,2,"$1,000.00","$2,000.00"
M5L 1B9,1/17/23,12/22/23,2,$150.00,$300.00
M5X 1C7,12/21/22,12/21/23,2,$150.00,$300.00
no,6/15/20,11/21/23,2,$25.00,$50.00
PE29 7AA,3/8/24,4/18/24,2,$5.50,$11.00
R42 K802,4/6/23,8/19/23,2,$10.00,$20.00
SE7 7JQ,10/29/23,2/3/24,2,$20.00,$40.00
V0N1T0,5/16/22,12/1/23,2,$990.00,"$1,980.00"
V2Z 0A3,12/17/17,11/24/23,2,$775.00,"$1,550.00"
V5R1V9,8/2/23,9/1/23,2,$113.50,$227.00
10080,10/13/23,2/15/24,3,$235.00,$705.00
10116,6/19/22,9/21/22,3,$20.00,$60.00
10118,10/16/17,3/2/24,3,$336.67,"$1,010.01"
10250,11/24/23,3/4/24,3,$6.67,$20.01
10413,9/15/23,10/25/23,3,$28.33,$84.99
10436,12/28/20,12/27/23,3,$250.00,$750.00
1062,7/7/23,11/12/23,3,$5.00,$15.00
10973,7/30/23,4/29/24,3,$100.00,$300.00
10993,11/3/09,12/30/23,3,$28.33,$84.99
1104,10/28/23,3/1/24,3,$18.33,$54.99
11569,11/12/15,1/13/19,3,$28.33,$84.99
11601,9/10/23,10/28/23,3,$13.33,$39.99
11719,7/23/20,12/8/23,3,$181.67,$545.01
11770,12/19/20,11/29/22,3,$66.67,$200.01
11853,10/28/23,4/6/24,3,$6.67,$20.01
11941,4/22/20,11/8/23,3,$13.33,$39.99
11955,12/6/20,4/9/24,3,$41.67,$125.01
12061,10/14/14,8/7/23,3,$108.33,$324.99
12074,1/30/07,5/29/17,3,$18.33,$54.99
12154,1/30/23,3/11/24,3,$36.67,$110.01
12442,5/16/20,4/8/21,3,$107.33,$321.99
12522,4/23/20,10/7/23,3,"$25,000.00","$75,000.00"
12547,4/23/20,12/20/23,3,$40.00,$120.00
1255,12/21/14,11/25/21,3,$66.67,$200.01
12581,12/31/17,12/28/23,3,$45.00,$135.00
1266,4/30/16,12/31/23,3,$191.67,$575.01
12720,2/22/21,12/6/21,3,$50.00,$150.00
12765,4/21/15,3/18/24,3,$39.67,$119.01
12822,3/30/20,5/19/24,3,$18.33,$54.99
12883,2/15/24,4/15/24,3,$30.00,$90.00
13061,12/20/15,12/31/23,3,$525.00,"$1,575.00"
13076,6/25/20,12/12/23,3,$37.00,$111.00
13147,12/10/20,12/10/20,3,$25.00,$75.00
13204,12/21/20,11/23/23,3,$45.00,$135.00
13332,12/4/19,12/11/23,3,$81.00,$243.00
13335,1/15/21,7/16/21,3,$50.00,$150.00
13450,3/26/20,6/29/22,3,$116.67,$350.01
13618,4/21/20,11/27/23,3,$11.67,$35.01
13637,3/29/20,11/30/21,3,$341.67,"$1,025.01"
13646,10/27/20,5/7/23,3,$66.67,$200.01
13841,4/9/18,6/9/18,3,$12.00,$36.00
13842,11/15/23,4/25/24,3,$15.33,$45.99
14006,3/29/20,10/15/23,3,$33.33,$99.99
14132,11/15/22,12/30/23,3,$58.33,$174.99
14210,6/26/15,11/28/23,3,$25.00,$75.00
1434,10/18/23,12/30/23,3,$35.00,$105.00
14435,1/18/13,12/3/20,3,$170.00,$510.00
14437,11/5/23,1/5/24,3,$5.00,$15.00
14476,2/8/21,3/26/24,3,$283.33,$849.99
1468,9/15/14,5/3/20,3,$33.33,$99.99
14719,4/27/09,12/21/22,3,$21.67,$65.01
15003,3/10/23,5/23/23,3,$18.33,$54.99
15032,3/29/20,4/20/24,3,$11.67,$35.01
15034,3/6/24,5/6/24,3,$25.00,$75.00
15037,5/10/20,10/14/23,3,$91.67,$275.01
15144,9/11/12,12/23/23,3,$15.00,$45.00
15204,3/20/20,5/20/20,3,$20.00,$60.00
15342,4/4/20,9/22/23,3,$25.00,$75.00
15552,4/22/23,11/24/23,3,$21.67,$65.01
15626,12/4/12,10/16/23,3,$45.00,$135.00
15783,3/1/21,5/2/24,3,$75.00,$225.00
15840,11/18/15,3/14/17,3,$25.00,$75.00
15931,11/11/23,2/6/24,3,$58.33,$174.99
16218,7/2/23,9/2/23,3,$20.00,$60.00
16226,12/6/09,12/30/23,3,$28.33,$84.99
16248,12/17/16,3/16/23,3,$58.33,$174.99
16317,12/4/14,3/5/15,3,$25.00,$75.00
16640,1/6/18,3/6/18,3,$18.00,$54.00
16651,10/27/23,1/11/24,3,$20.00,$60.00
17074,12/4/12,12/6/23,3,$25.00,$75.00
1718,4/13/20,12/26/23,3,$41.67,$125.01
17304,12/24/23,1/2/24,3,$100.00,$300.00
17365,7/24/21,8/13/21,3,$25.00,$75.00
17560,10/30/23,12/30/23,3,$20.00,$60.00
17566,4/13/20,12/17/22,3,$52.33,$156.99
17745,11/18/15,11/29/21,3,$123.33,$369.99
17747,6/5/19,11/29/22,3,$17.50,$52.50
17756,11/20/12,12/30/23,3,$50.00,$150.00
17814,11/30/22,11/12/23,3,$23.33,$69.99
17830,12/30/09,3/31/20,3,$100.00,$300.00
17921,12/8/16,7/31/23,3,$24.00,$72.00
17931,4/30/20,9/7/23,3,$16.67,$50.01
17961,12/24/11,10/3/23,3,$60.00,$180.00
17980,12/31/20,11/28/23,3,$100.00,$300.00
18224,3/29/20,11/21/23,3,$25.00,$75.00
18237,3/29/20,10/7/20,3,$16.67,$50.01
18334,3/15/20,12/31/23,3,$41.67,$125.01
18346,4/15/08,11/19/20,3,$75.00,$225.00
18451,4/29/20,11/2/23,3,$56.67,$170.01
18455,11/30/21,11/28/23,3,$250.00,$750.00
18469,12/18/22,12/19/23,3,$250.00,$750.00
18519,4/3/21,11/4/23,3,$41.33,$123.99
18826,11/21/23,5/17/24,3,$33.33,$99.99
18923,3/18/20,11/28/23,3,$36.67,$110.01
18953,12/31/21,11/28/23,3,$41.67,$125.01
19319,12/1/20,11/28/23,3,$600.00,"$1,800.00"
19344,7/23/20,12/21/23,3,$75.00,$225.00
19604,3/28/20,11/24/21,3,$23.33,$69.99
20182,4/14/20,11/26/23,3,$100.00,$300.00
20609,5/22/20,12/8/23,3,$83.33,$249.99
20617,11/16/20,12/31/21,3,$18.33,$54.99
20676,2/22/13,2/12/21,3,$266.67,$800.01
20692,12/3/20,11/28/23,3,$200.00,$600.00
20725,5/10/20,11/5/23,3,$31.67,$95.01
20733,11/6/14,11/28/23,3,$150.00,$450.00
20749,8/1/12,6/22/14,3,$23.67,$71.01
20880,10/28/22,4/2/24,3,$25.00,$75.00
21031,11/7/23,12/13/23,3,"$2,500.00","$7,500.00"
21041,12/31/20,12/31/23,3,"$1,000.00","$3,000.00"
21085,5/21/13,12/28/23,3,$23.33,$69.99
21541,4/16/20,2/28/21,3,$100.00,$300.00
21654,3/8/18,12/31/23,3,$516.67,"$1,550.01"
21655,12/21/14,4/28/20,3,$180.00,$540.00
21661,7/31/13,12/15/20,3,$41.67,$125.01
21668,6/16/19,5/23/20,3,$180.00,$540.00
21705,3/16/08,11/27/21,3,$42.33,$126.99
21777,10/20/23,4/2/24,3,$15.00,$45.00
21798,12/9/19,11/21/23,3,$133.33,$399.99
21826,9/12/19,4/12/24,3,$18.33,$54.99
21849,5/1/20,11/22/20,3,$100.00,$300.00
21904,6/12/15,12/11/20,3,$23.33,$69.99
21918,3/29/20,12/1/20,3,$33.33,$99.99
2199,4/27/20,1/12/24,3,$46.67,$140.01
22610,12/18/20,10/27/23,3,$103.33,$309.99
22639,4/14/20,12/28/21,3,$216.67,$650.01
22652,12/31/10,11/20/23,3,$40.00,$120.00
22734,7/1/20,6/17/23,3,$19.00,$57.00
22737,3/19/20,10/14/23,3,$91.67,$275.01
22964,4/11/20,12/23/20,3,$66.67,$200.01
23009,3/19/20,9/7/23,3,$63.33,$189.99
23069,11/7/22,4/23/24,3,$100.00,$300.00
23127,12/22/23,4/19/24,3,$21.67,$65.01
23301,2/21/21,12/18/23,3,$41.67,$125.01
23336,12/25/08,4/20/20,3,$46.67,$140.01
23356,7/8/23,12/28/23,3,$100.00,$300.00
23421,8/26/22,3/21/24,3,$83.33,$249.99
23504,4/9/20,11/9/23,3,$23.33,$69.99
23663,5/29/09,11/11/23,3,$41.67,$125.01
23883,4/12/20,12/1/20,3,$66.67,$200.01
23898,12/4/09,12/20/17,3,$13.33,$39.99
23921,9/2/22,7/22/23,3,$16.33,$48.99
23923,11/10/21,11/6/23,3,$50.00,$150.00
23930,9/28/23,10/13/23,3,$11.67,$35.01
23970,3/29/20,10/12/23,3,$33.33,$99.99
24095,11/29/16,11/27/23,3,$153.67,$461.01
24171,11/5/20,10/18/23,3,$74.67,$224.01
24263,4/27/20,5/22/20,3,$5.00,$15.00
24528,4/22/20,7/26/23,3,$96.67,$290.01
24557,6/11/18,12/15/20,3,$24.00,$72.00
24558,5/1/20,11/6/23,3,$200.00,$600.00
24651,11/20/06,5/6/10,3,$41.67,$125.01
25108,4/22/20,2/13/21,3,$33.33,$99.99
25168,12/25/21,12/22/23,3,$25.00,$75.00
25271,11/18/19,5/5/24,3,$41.67,$125.01
25560,11/9/22,2/3/24,3,$116.67,$350.01
25832,9/9/21,11/28/23,3,$25.00,$75.00
26034,3/16/24,5/16/24,3,$25.00,$75.00
26037,3/30/20,11/22/21,3,$66.67,$200.01
26287,6/26/21,8/26/21,3,$25.00,$75.00
26448,12/30/20,12/30/23,3,$108.33,$324.99
2646,4/30/20,12/10/23,3,$166.67,$500.01
26537,9/16/08,12/24/09,3,$30.00,$90.00
26810,3/10/20,11/25/20,3,$200.00,$600.00
27052,5/2/20,10/17/23,3,$26.67,$80.01
2715,9/1/23,11/2/23,3,$17.78,$53.34
2725,7/1/23,2/13/24,3,$113.33,$339.99
27371,12/31/11,11/22/23,3,$23.67,$71.01
27569,3/16/20,11/3/23,3,$170.00,$510.00
27574,4/25/20,3/15/24,3,$56.67,$170.01
2763,4/12/20,5/25/23,3,$83.33,$249.99
27801,9/11/23,1/10/24,3,$45.00,$135.00
27812,7/2/19,2/14/24,3,$21.67,$65.01
27822,4/9/20,9/19/21,3,"$1,190.00","$3,570.00"
27835,2/13/22,2/25/22,3,$20.00,$60.00
27845,1/5/24,1/18/24,3,$13.33,$39.99
28043,1/16/20,7/23/23,3,$31.67,$95.01
2808,4/9/20,4/17/24,3,$75.00,$225.00
28159,12/15/20,4/25/24,3,$75.00,$225.00
28271,4/23/20,10/4/23,3,$346.67,"$1,040.01"
28458,4/21/23,5/12/23,3,$231.00,$693.00
28513,6/10/14,2/6/22,3,$25.00,$75.00
28543,4/15/20,10/20/23,3,$123.33,$369.99
28544,2/5/19,12/21/23,3,$40.00,$120.00
28605,8/26/09,10/20/23,3,$68.33,$204.99
28610,4/14/20,10/4/23,3,$100.00,$300.00
28634,11/18/23,1/11/24,3,$33.33,$99.99
28657,2/19/17,12/16/23,3,$58.33,$174.99
28687,6/25/11,8/6/11,3,$32.07,$96.21
28725,12/31/20,12/31/23,3,$33.33,$99.99
28742,4/30/20,5/14/24,3,$200.00,$600.00
28743,9/17/15,1/5/16,3,$23.33,$69.99
28762,3/29/20,10/30/23,3,$21.67,$65.01
2881,12/15/20,11/28/23,3,$41.67,$125.01
29018,11/23/14,10/21/23,3,$36.67,$110.01
29042,3/18/23,7/6/23,3,$24.67,$74.01
29148,12/20/21,3/7/24,3,$33.33,$99.99
29180,6/12/23,8/12/23,3,$5.00,$15.00
29325,12/23/16,1/24/24,3,$38.82,$116.46
29332,5/2/20,6/23/21,3,$41.67,$125.01
29416,1/28/22,4/1/22,3,$21.67,$65.01
29482,3/29/20,2/28/21,3,$25.00,$75.00
29487,3/17/20,9/11/23,3,$20.00,$60.00
29510,4/5/20,10/21/23,3,$21.67,$65.01
29598,12/13/21,2/5/24,3,$116.67,$350.01
29714,7/15/22,2/1/24,3,$28.33,$84.99
29802,5/5/20,3/10/24,3,$21.67,$65.01
29805,11/1/15,4/18/21,3,$33.33,$99.99
29831,3/30/20,10/20/23,3,$351.67,"$1,055.01"
29845,2/28/21,8/11/23,3,$100.00,$300.00
29915,4/17/20,12/1/20,3,$200.00,$600.00
30006,5/12/23,10/14/23,3,$38.33,$114.99
30220,4/30/20,12/18/20,3,$45.00,$135.00
3036,11/2/21,11/28/23,3,$116.67,$350.01
30415,5/12/13,3/26/20,3,$27.92,$83.76
30442,10/11/19,5/14/20,3,$33.33,$99.99
30474,2/21/24,4/26/24,3,$35.00,$105.00
3048,11/9/11,11/21/23,3,$41.67,$125.01
30546,8/31/06,4/11/20,3,$133.33,$399.99
30552,3/2/11,10/6/23,3,$58.33,$174.99
30582,9/22/22,12/22/23,3,$33.33,$99.99
3086,5/7/20,12/29/23,3,$23.33,$69.99
31032,6/30/12,8/31/12,3,$15.00,$45.00
31126,4/18/20,11/30/22,3,$83.33,$249.99
31415,7/9/20,11/7/22,3,$30.00,$90.00
31527,12/30/09,11/22/23,3,$133.33,$399.99
31714,7/25/23,11/1/23,3,$13.33,$39.99
31831,4/30/20,11/23/21,3,$70.00,$210.00
31901,4/30/20,3/1/24,3,"$2,516.67","$7,550.01"
32180,2/14/14,11/10/14,3,$18.33,$54.99
32195,3/29/20,11/28/23,3,$75.00,$225.00
32234,5/26/09,7/13/22,3,$37.00,$111.00
32241,4/10/21,1/19/24,3,$180.00,$540.00
32347,10/3/23,5/15/24,3,$18.33,$54.99
32359,6/15/13,11/24/20,3,$81.67,$245.01
3242,11/30/06,3/4/24,3,$50.00,$150.00
32438,1/10/22,3/13/22,3,$20.00,$60.00
3256,4/9/20,11/28/23,3,$66.67,$200.01
32568,3/29/20,9/16/23,3,$25.00,$75.00
3261,5/10/20,12/13/23,3,$22.67,$68.01
32625,11/28/20,4/11/24,3,$36.67,$110.01
32715,6/18/20,11/7/20,3,$41.67,$125.01
32772,12/3/19,11/22/23,3,$68.33,$204.99
32790,12/26/16,12/4/20,3,$58.33,$174.99
32869,4/20/16,3/23/20,3,$66.67,$200.01
32877,12/30/09,12/15/23,3,$8.33,$24.99
3290,12/15/17,12/29/23,3,$208.33,$624.99
32969,4/23/20,1/29/21,3,$250.00,$750.00
32970,3/25/20,5/22/20,3,$83.33,$249.99
33008,4/9/20,7/7/23,3,$15.00,$45.00
33022,2/3/24,5/3/24,3,$20.00,$60.00
33153,2/11/19,12/18/21,3,$65.00,$195.00
33198-1534,9/10/23,4/9/24,3,$6.67,$20.01
33222,12/25/20,12/25/20,3,$200.00,$600.00
33459,4/7/23,5/2/24,3,$100.00,$300.00
34033,5/10/20,12/20/21,3,$50.00,$150.00
34034,4/13/20,12/31/23,3,$533.33,"$1,599.99"
34420,8/15/13,11/24/14,3,$18.33,$54.99
3466,12/3/19,11/21/20,3,$53.33,$159.99
34661,10/23/21,11/28/23,3,$150.00,$450.00
34745,3/26/10,11/29/16,3,$45.00,$135.00
34946,3/22/20,12/17/23,3,$26.67,$80.01
35051,3/29/20,10/19/23,3,$183.33,$549.99
35057,6/24/22,5/8/24,3,$53.33,$159.99
35058,10/22/20,10/22/23,3,$26.67,$80.01
35111,2/29/16,11/8/23,3,$13.33,$39.99
35125,4/28/20,10/29/23,3,$150.00,$450.00
35146,5/5/20,11/2/22,3,$31.67,$95.01
35207,4/22/20,10/26/23,3,$206.67,$620.01
35233,4/29/20,8/31/21,3,$25.00,$75.00
35473,11/13/18,3/30/20,3,$189.33,$567.99
35619,8/18/17,8/18/17,3,$23.33,$69.99
35673,6/14/06,11/28/23,3,$73.33,$219.99
35771,6/30/19,3/13/20,3,$6.67,$20.01
35904,5/4/10,7/26/23,3,$31.67,$95.01
35952,8/11/22,7/5/23,3,$92.94,$278.82
35959,8/13/20,4/28/24,3,$31.67,$95.01
35978,8/6/15,12/1/23,3,$25.00,$75.00
36022,4/14/18,3/2/24,3,$21.67,$65.01
36047,5/1/20,12/30/23,3,$14.13,$42.39
36345,3/28/20,10/31/21,3,$18.33,$54.99
36451,11/14/18,1/2/20,3,$11.67,$35.01
36541,12/15/20,4/11/24,3,$75.00,$225.00
36544,4/2/20,5/29/23,3,$171.67,$515.01
36804,4/15/20,3/22/23,3,$15.00,$45.00
36850,9/23/23,10/28/23,3,$13.33,$39.99
36863,4/16/19,4/9/20,3,$73.33,$219.99
37010,7/25/12,12/22/20,3,$83.33,$249.99
37014,11/9/18,3/17/20,3,$350.00,"$1,050.00"
37061,4/22/20,12/11/23,3,$116.67,$350.01
37068,3/25/20,12/6/23,3,$113.33,$339.99
37080,3/27/20,11/28/23,3,$58.33,$174.99
37082,5/25/15,12/25/23,3,$125.00,$375.00
37101,6/9/15,11/18/23,3,$36.67,$110.01
37190,12/26/14,12/26/14,3,$20.00,$60.00
37322,2/13/21,4/13/21,3,$20.00,$60.00
37364,8/7/22,4/11/24,3,$56.67,$170.01
3746,2/22/23,3/29/24,3,$20.00,$60.00
37665,11/12/14,1/13/15,3,$15.00,$45.00
37683,6/20/23,12/17/23,3,$23.33,$69.99
37742,6/19/14,12/29/20,3,$341.67,"$1,025.01"
37757,12/13/17,11/28/23,3,$66.67,$200.01
38001,12/16/23,5/17/24,3,$21.67,$65.01
38068,12/28/10,3/29/20,3,$400.00,"$1,200.00"
38232,12/31/17,7/6/23,3,$56.67,$170.01
38316,3/24/20,8/26/23,3,$20.00,$60.00
38363,10/31/23,4/12/24,3,$15.00,$45.00
3837,4/29/15,6/13/23,3,$668.33,"$2,004.99"
3856,1/2/20,4/14/24,3,$506.67,"$1,520.01"
38751,1/15/20,7/25/23,3,$13.33,$39.99
3882,2/22/24,4/22/24,3,$10.00,$30.00
38849,3/17/17,4/15/20,3,$195.00,$585.00
38863,12/12/18,2/9/24,3,$26.67,$80.01
39051,10/20/11,12/26/21,3,$123.33,$369.99
39073,12/25/21,2/25/24,3,$83.33,$249.99
39183,10/11/16,11/3/23,3,$145.00,$435.00
39339,9/13/18,9/18/21,3,$180.00,$540.00
39465,3/29/20,5/10/20,3,$125.00,$375.00
39530,7/20/20,7/20/22,3,$20.00,$60.00
39744,5/19/23,3/26/24,3,$50.00,$150.00
40069,12/16/12,12/11/21,3,$813.33,"$2,439.99"
4009,4/13/20,12/18/20,3,$383.33,"$1,149.99"
4011,11/17/23,1/26/24,3,$43.33,$129.99
4015,11/2/18,4/30/20,3,$100.00,$300.00
4020,6/12/23,10/6/23,3,$16.67,$50.01
40215,4/12/20,7/3/20,3,$25.00,$75.00
40296,1/30/17,3/28/17,3,$20.00,$60.00
4083,11/4/16,12/18/23,3,$66.67,$200.01
41002,3/13/22,2/28/23,3,$33.33,$99.99
41014,3/29/20,12/29/23,3,$36.67,$110.01
41016,11/23/13,3/29/20,3,$16.67,$50.01
41055,4/15/20,5/11/23,3,$150.00,$450.00
41260,11/10/15,12/16/16,3,$16.67,$50.01
41501,4/30/20,12/22/21,3,$38.33,$114.99
42038,5/10/20,12/12/23,3,$58.33,$174.99
42039,4/26/20,11/21/21,3,$20.00,$60.00
42171,4/26/23,12/28/23,3,$20.00,$60.00
4222,10/27/23,12/2/23,3,$36.67,$110.01
4226,2/28/23,2/28/24,3,$76.67,$230.01
42544,4/30/20,10/14/23,3,$28.33,$84.99
4276,4/16/20,3/20/21,3,$350.00,"$1,050.00"
43022,12/31/09,3/29/24,3,$48.33,$144.99
43102,4/9/20,5/8/20,3,$41.67,$125.01
43143,9/11/17,2/1/24,3,$30.00,$90.00
43342,10/27/23,11/27/23,3,$13.33,$39.99
43351,4/9/20,11/30/21,3,$100.00,$300.00
4348,3/31/20,7/26/23,3,$66.67,$200.01
4353,4/16/20,12/31/23,3,$716.00,"$2,148.00"
43619,4/25/20,10/11/23,3,$23.33,$69.99
44041,12/19/16,12/29/23,3,$211.67,$635.01
44055,12/28/17,1/26/24,3,$20.00,$60.00
44108,4/6/20,8/5/23,3,$25.00,$75.00
44110,4/30/20,10/23/23,3,$45.00,$135.00
44127,5/28/23,10/8/23,3,$5.00,$15.00
4416,12/10/09,4/22/20,3,$73.33,$219.99
44201,8/15/23,2/8/24,3,$108.33,$324.99
44265,12/23/17,12/31/23,3,$66.67,$200.01
44302,4/14/20,12/19/21,3,$58.33,$174.99
4435,11/29/22,11/7/23,3,$23.33,$69.99
44413,5/10/20,11/10/23,3,$36.67,$110.01
44425,5/24/11,12/1/20,3,$75.00,$225.00
44442,12/3/14,5/10/20,3,$170.45,$511.35
44485,9/6/17,1/13/24,3,$26.67,$80.01
44632,4/9/20,11/15/23,3,$75.00,$225.00
4472,4/24/22,11/27/23,3,$26.67,$80.01
44902,3/24/15,3/15/24,3,$31.67,$95.01
44904,12/29/12,7/26/23,3,$23.33,$69.99
45232,9/16/15,4/24/20,3,$26.67,$80.01
45253,12/31/18,4/28/24,3,$31.67,$95.01
45302,10/26/23,3/11/24,3,$45.00,$135.00
45306,7/9/18,9/12/23,3,$96.67,$290.01
45327,4/22/20,11/23/23,3,$15.00,$45.00
45345,3/16/20,12/6/23,3,$38.33,$114.99
45383,3/23/15,4/19/24,3,$30.00,$90.00
45404,4/2/20,10/7/22,3,$50.00,$150.00
45439,8/3/13,12/3/23,3,$40.00,$120.00
4551,12/15/20,11/20/22,3,$23.33,$69.99
45623,11/12/14,12/17/23,3,$21.67,$65.01
45648,11/11/22,11/28/23,3,$16.67,$50.01
45784,3/18/20,12/20/23,3,$50.00,$150.00
45812,4/30/20,3/8/24,3,$33.33,$99.99
45860,12/31/19,12/15/23,3,$38.33,$114.99
46126,10/28/21,11/29/23,3,$23.33,$69.99
46130,5/22/21,8/1/21,3,$35.00,$105.00
46301,6/10/21,12/26/23,3,$50.00,$150.00
4631,4/23/11,3/29/20,3,$60.00,$180.00
46391,4/22/20,4/2/24,3,$150.00,$450.00
46407,11/29/22,3/29/24,3,$23.33,$69.99
46516,12/10/12,4/30/20,3,$18.33,$54.99
46517,3/29/20,2/19/24,3,$18.33,$54.99
46540,5/25/23,2/7/24,3,$21.67,$65.01
46563,4/5/20,12/21/22,3,$48.33,$144.99
46711,9/14/23,11/9/23,3,$30.00,$90.00
46970,4/13/20,9/30/23,3,$16.67,$50.01
46991,12/1/20,6/30/21,3,$83.33,$249.99
47230,2/22/22,11/22/23,3,$25.00,$75.00
4742,9/3/08,12/9/10,3,$266.67,$800.01
47470,3/29/20,4/18/20,3,$666.67,"$2,000.01"
47501,4/28/14,4/6/23,3,$41.67,$125.01
47805,4/28/20,10/6/23,3,$25.00,$75.00
47996,12/25/23,4/22/24,3,$116.67,$350.01
48122,11/3/19,3/3/20,3,$20.00,$60.00
48131,11/16/19,3/28/23,3,$100.00,$300.00
48137,4/22/20,5/26/20,3,$53.33,$159.99
48140,3/29/20,11/28/23,3,$58.33,$174.99
48206,3/8/22,12/23/23,3,$20.00,$60.00
48422,12/25/23,3/16/24,3,$191.67,$575.01
48427,12/7/20,7/17/21,3,$116.67,$350.01
48463,11/16/21,11/22/22,3,$33.70,$101.10
48476,4/30/20,6/10/23,3,$158.33,$474.99
4853,12/30/09,4/30/20,3,$216.67,$650.01
4854,12/1/20,1/2/24,3,$200.00,$600.00
48616,4/22/18,2/14/24,3,$233.33,$699.99
48655,4/30/20,5/24/23,3,$56.67,$170.01
48722,11/23/22,1/27/24,3,$123.33,$369.99
48763,12/18/23,3/1/24,3,$183.33,$549.99
48825,6/6/16,6/6/16,3,$41.00,$123.00
49011,2/5/21,2/5/24,3,$6.67,$20.01
49037,10/26/17,2/5/24,3,$45.00,$135.00
49050,9/7/21,11/17/23,3,$91.00,$273.00
49055,3/31/20,12/13/20,3,$40.00,$120.00
49060,5/10/20,11/29/23,3,"$1,000.00","$3,000.00"
49064,11/15/23,3/30/24,3,$100.00,$300.00
49072,12/23/07,4/4/24,3,$23.00,$69.00
49089,5/4/20,6/24/23,3,$46.67,$140.01
49253,12/15/20,1/11/24,3,$166.67,$500.01
49283,12/10/21,12/7/23,3,$66.67,$200.01
49343,3/26/20,3/25/24,3,$166.67,$500.01
49344,5/10/20,11/28/23,3,$33.33,$99.99
49406,10/24/13,10/15/20,3,$13.33,$39.99
49454,4/19/22,11/28/23,3,$21.67,$65.01
49636,12/28/20,12/28/23,3,$500.00,"$1,500.00"
49709,4/16/20,11/20/23,3,$83.33,$249.99
49756,12/8/11,3/5/24,3,$75.00,$225.00
4976,8/31/18,2/17/20,3,$143.33,$429.99
49821,3/9/24,5/9/24,3,$25.00,$75.00
49862,2/2/18,9/8/19,3,$20.33,$60.99
49866,12/17/22,11/20/23,3,$66.67,$200.01
50216,12/29/06,5/19/23,3,$21.67,$65.01
5051,11/23/17,5/3/20,3,$100.00,$300.00
50662,3/29/20,12/15/20,3,$150.00,$450.00
50849,12/30/22,12/29/23,3,$133.33,$399.99
51001,7/24/18,10/8/19,3,$33.33,$99.99
51029,11/11/23,1/11/24,3,$10.00,$30.00
51030,10/26/21,11/16/23,3,$400.00,"$1,200.00"
51449,6/20/17,6/9/23,3,$16.00,$48.00
5151,12/10/21,4/24/24,3,$23.33,$69.99
51576,3/6/24,5/6/24,3,$124.00,$372.00
51654,7/31/23,12/28/23,3,$103.00,$309.00
52068,12/29/21,12/30/23,3,$56.67,$170.01
52208,10/17/22,3/20/24,3,$13.33,$39.99
52213,11/29/21,1/19/22,3,$25.00,$75.00
52328,3/19/21,10/14/23,3,$180.00,$540.00
52349,12/31/15,5/4/23,3,$20.00,$60.00
52742,3/29/20,12/31/23,3,$176.67,$530.01
53032,3/29/20,8/15/23,3,$50.00,$150.00
53050,12/19/16,11/4/23,3,$31.67,$95.01
53108,12/15/18,10/18/23,3,$100.00,$300.00
53187,12/31/11,6/17/22,3,$71.67,$215.01
